neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price_log
1,190,40.66214,-73.99223,0,4,0,1.3732214298586618,1,0,5.860786223465865
1,43,40.69035,-73.99633,0,8,37,0.87,1,85,4.787491742782046
2,202,40.7795,-73.98258,0,4,2,0.05,1,0,5.170483995038151
1,13,40.68282,-73.92934,0,2,21,0.53,1,304,5.817111159963204
1,13,40.68023,-73.94487,1,7,2,0.05,1,0,4.2626798770413155
1,28,40.70479,-73.92054,0,4,0,1.3732214298586618,1,0,5.198497031265826
2,202,40.7996,-73.9621,0,4,114,2.62,1,282,5.703782474656201
2,61,40.79351,-73.93388,0,5,13,0.3,1,127,4.605170185988092
2,206,40.84369,-73.93828,0,4,0,1.3732214298586618,1,0,4.564348191467836
1,214,40.71002,-73.94796,1,5,0,1.3732214298586618,1,0,3.9318256327243257
1,13,40.69372,-73.94578,0,2,59,1.38,1,19,5.017279836814924
2,64,40.727759999999996,-73.98328000000001,1,3,1,0.02,1,0,6.486160788944089
2,95,40.76393,-73.99124,1,3,5,0.12,1,0,4.605170185988092
2,73,40.70864,-74.00675,0,1,0,1.3732214298586618,1,0,5.5254529391317835
1,214,40.71584,-73.95868,0,2,0,1.3732214298586618,1,0,6.111467339502679
2,94,40.80965,-73.94553,0,3,102,2.33,1,281,5.25227342804663
1,51,40.67252,-73.96154,1,1,0,1.3732214298586618,1,0,4.07753744390572
1,91,40.72637,-73.94467,1,1,0,1.3732214298586618,1,0,4.2626798770413155
1,214,40.7139,-73.94628,1,3,1,0.02,1,0,3.7376696182833684
2,61,40.794779999999996,-73.94178000000001,0,7,5,0.12,1,358,5.786897381366708
1,41,40.6858,-73.96789,0,2,0,1.3732214298586618,1,0,5.198497031265826
2,206,40.84687,-73.94228000000001,0,5,2,0.05,1,0,4.564348191467836
2,209,40.73302,-74.00585,0,1,0,1.3732214298586618,1,0,6.2166061010848646
2,34,40.74603,-74.00147,0,4,2,0.05,1,0,5.081404364984463
2,127,40.759029999999996,-73.96287,0,5,0,1.3732214298586618,1,0,5.717027701406222
2,95,40.75826,-73.98923,0,5,15,0.35,2,78,5.993961427306569
1,214,40.70564,-73.93646,1,1,2,0.05,1,0,3.8501476017100584
2,209,40.73095,-74.00242,0,1,1,0.02,1,0,4.890349128221754
2,94,40.81297,-73.93921999999999,0,3,0,1.3732214298586618,1,0,4.836281906951478
1,60,40.65343,-73.95175,1,3,0,1.3732214298586618,1,129,3.9318256327243257
1,51,40.67797,-73.94675,1,3,0,1.3732214298586618,2,320,3.828641396489095
2,94,40.80211,-73.94573000000001,0,5,42,0.97,1,281,5.111987788356544
1,28,40.69914,-73.91471,0,3,0,1.3732214298586618,1,0,5.375278407684165
1,214,40.71848,-73.95817,1,7,11,0.25,1,0,4.394449154672439
2,34,40.75182,-73.99779000000001,0,5,1,0.02,1,0,5.017279836814924
1,19,40.6836,-73.98285,1,2,4,0.11,1,0,4.143134726391533
1,28,40.695440000000005,-73.93221,0,3,1,0.03,1,0,4.23410650459726
2,191,40.75598,-73.98796,0,5,7,0.16,5,82,5.707110264748875
3,117,40.752109999999995,-73.94082,0,5,4,0.14,1,0,5.0106352940962555
2,119,40.72292,-73.99306999999999,0,30,7,0.19,7,0,5.303304908059076
1,182,40.66872,-73.98648,0,2,2,0.05,1,0,5.62040086571715
2,206,40.83279,-73.94174,1,2,0,1.3732214298586618,1,0,4.709530201312334
1,74,40.62924,-73.96311,0,2,0,1.3732214298586618,1,0,4.430816798843313
1,51,40.67682,-73.96178,0,4,116,2.74,1,165,5.017279836814924
2,64,40.731609999999996,-73.9896,0,3,54,1.24,1,0,5.117993812416755
1,13,40.6847,-73.93262,0,2,4,0.09,1,0,4.382026634673881
2,95,40.7638,-73.99298,0,5,49,1.15,2,251,5.3981627015177525
3,4,40.76737,-73.91244,1,2,26,0.75,1,128,4.2626798770413155
1,214,40.70766,-73.94739,1,3,6,0.14,2,188,4.110873864173311
2,188,40.73288,-73.97984,1,1,1,0.02,1,0,4.394449154672439
2,94,40.82243,-73.95447,1,30,10,0.23,2,359,3.9318256327243257
1,91,40.726890000000004,-73.94674,0,1,0,1.3732214298586618,1,0,4.795790545596741
2,64,40.72309,-73.98285,1,1,1,0.02,1,0,3.9318256327243257
2,178,40.72741,-74.00178000000001,0,3,2,0.05,1,0,5.225746673713202
1,214,40.70968,-73.94575,1,10,0,1.3732214298586618,1,0,3.828641396489095
0,0,40.85753,-73.86605,1,7,9,0.25,1,364,4.454347296253507
2,202,40.77685,-73.9771,0,30,5,0.12,1,263,5.707110264748875
2,64,40.725359999999995,-73.98252,0,7,36,0.84,1,164,5.298317366548036
2,202,40.784620000000004,-73.97273,0,1,0,1.3732214298586618,1,0,5.017279836814924
1,91,40.72396,-73.95182,1,5,2,0.05,1,0,3.9318256327243257
1,158,40.678059999999995,-73.96735,0,5,0,1.3732214298586618,1,0,5.198497031265826
2,95,40.76526,-73.99096,0,1,0,1.3732214298586618,1,0,5.703782474656201
1,214,40.70725,-73.94187,1,2,0,1.3732214298586618,1,0,4.204692619390966
1,80,40.68719,-73.97776999999999,0,1,0,1.3732214298586618,1,0,6.018593214496234
1,19,40.686440000000005,-73.9857,0,2,8,0.35,1,0,5.303304908059076
1,214,40.71171,-73.95704,0,1,87,1.99,1,151,5.0106352940962555
2,73,40.71002,-74.00723,1,3,0,1.3732214298586618,1,0,4.59511985013459
2,209,40.7347,-74.00784,0,2,1,0.07,1,0,5.017279836814924
1,214,40.705009999999994,-73.93738,1,14,0,1.3732214298586618,1,0,4.02535169073515
2,64,40.72286,-73.9834,0,1,3,0.07,1,0,5.303304908059076
1,159,40.65497,-73.96169,0,2,45,1.08,4,345,4.948759890378168
1,214,40.71018,-73.95488,0,3,4,0.11,1,0,4.709530201312334
2,169,40.766890000000004,-73.94564,1,10,2,0.05,1,0,4.394449154672439
2,94,40.80319,-73.95432,1,1,6,0.14,1,0,4.110873864173311
2,34,40.73945,-73.99616,0,4,8,0.18,1,0,4.844187086458591
2,94,40.813759999999995,-73.95321,1,1,2,0.05,1,0,4.02535169073515
2,64,40.72826,-73.98871,0,3,2,0.05,1,0,5.786897381366708
1,28,40.69745,-73.92527,1,2,30,0.68,2,0,3.9318256327243257
1,80,40.69093,-73.97046,0,3,104,2.52,1,249,5.231108616854587
1,214,40.71218,-73.95766,0,3,20,0.46,1,128,5.5053315359323625
2,145,40.72132,-73.99708000000001,1,1,3,0.9,1,178,5.017279836814924
2,61,40.79735,-73.93386,1,2,80,1.83,4,158,4.605170185988092
2,130,40.80542,-73.9623,0,5,0,1.3732214298586618,1,0,5.673323267171493
2,206,40.85617,-73.93141,1,4,70,1.61,1,0,3.784189633918261
2,61,40.79823,-73.9326,1,2,155,3.55,4,141,4.454347296253507
2,61,40.79886,-73.93373000000001,1,2,169,3.87,4,166,4.564348191467836
2,202,40.76941,-73.98161999999999,0,30,1,0.02,96,280,5.198497031265826
2,198,40.708890000000004,-73.99964,1,20,2,0.25,3,330,4.61512051684126
1,51,40.67483,-73.94697,1,1,0,1.3732214298586618,1,0,3.713572066704308
2,202,40.78572,-73.97036,0,1,0,1.3732214298586618,1,0,4.867534450455582
1,91,40.72484,-73.94306999999999,0,4,1,0.04,1,0,4.875197323201151
3,4,40.75762,-73.9144,0,2,0,1.3732214298586618,1,0,5.638354669333745
1,13,40.682159999999996,-73.93178,0,10,0,1.3732214298586618,2,0,5.111987788356544
1,158,40.67413,-73.96497,0,3,4,0.13,1,0,4.61512051684126
3,79,40.71425,-73.84503000000001,0,14,0,1.3732214298586618,1,0,4.61512051684126
2,206,40.84335,-73.94059,0,1,28,0.65,1,27,4.454347296253507
1,31,40.680479999999996,-73.99379,0,7,46,1.06,1,254,5.081404364984463
2,34,40.74556,-74.00156,1,2,0,1.3732214298586618,1,0,5.278114659230517
3,117,40.76227,-73.93034,0,1,0,1.3732214298586618,1,0,5.017279836814924
1,85,40.680679999999995,-73.98186,0,5,2,0.05,1,0,4.1588830833596715
1,158,40.679390000000005,-73.96631,0,1,1,0.03,1,0,4.110873864173311
2,201,40.7709,-73.95561,1,5,1,0.03,3,0,4.564348191467836
2,206,40.85256,-73.93598,1,2,95,2.19,1,315,3.9318256327243257
1,13,40.68795,-73.94173,1,1,2,0.05,1,0,4.0943445622221
1,214,40.71849,-73.95212,0,3,0,1.3732214298586618,1,0,5.170483995038151
2,64,40.7229,-73.98414,0,3,31,0.73,1,0,4.430816798843313
1,81,40.61605,-74.03641999999999,0,5,4,0.1,2,269,4.394449154672439
2,61,40.78987,-73.9482,0,2,39,1.14,1,19,5.303304908059076
2,95,40.76103,-73.99001,0,2,88,2.01,2,278,5.583496308781699
2,191,40.76251,-73.98552,0,30,0,1.3732214298586618,96,327,5.860786223465865
1,51,40.67157,-73.94117,1,2,100,2.28,1,0,3.6109179126442243
1,159,40.65862,-73.95777,1,1,1,0.02,1,0,4.3694478524670215
2,64,40.72363,-73.98234000000001,1,1,1,0.02,2,0,4.394449154672439
1,214,40.70665,-73.93529000000001,0,3,102,2.46,1,171,5.389071729816501
1,214,40.71069,-73.95283,0,2,0,1.3732214298586618,1,0,4.564348191467836
2,201,40.76866,-73.96562,0,30,10,0.41,12,13,4.875197323201151
2,201,40.76719,-73.96565,0,30,11,0.3,12,28,4.875197323201151
1,214,40.70714,-73.93611,1,1,1,0.02,1,0,3.9512437185814275
1,13,40.690020000000004,-73.96002,1,12,2,0.05,3,281,3.828641396489095
2,127,40.75553,-73.97251,0,2,0,1.3732214298586618,1,0,5.303304908059076
2,127,40.763740000000006,-73.98089,0,2,2,0.05,1,0,5.860786223465865
2,115,40.72011,-73.99729,0,1,1,0.03,2,0,5.583496308781699
2,202,40.77472,-73.98323,0,2,14,0.41,1,0,5.43372200355424
2,178,40.72501,-74.00353,1,3,2,0.05,1,0,4.51085950651685
3,125,40.72058,-73.87493,1,2,72,1.68,3,81,4.110873864173311
1,57,40.69072,-73.99034,0,2,1,0.03,1,0,4.795790545596741
2,206,40.84005,-73.93735,1,1,1,0.02,2,0,4.189654742026425
1,216,40.64801,-73.97561999999999,1,3,4,0.09,1,290,4.51085950651685
2,61,40.79665,-73.94824,0,2,31,0.7,1,160,5.420534999272286
3,54,40.78115,-73.90883000000001,0,1,126,3.2,1,245,4.6443908991413725
2,64,40.73068,-73.98949,0,5,4,0.22,1,0,6.2166061010848646
1,28,40.70111,-73.92201999999999,1,6,18,0.51,1,4,4.143134726391533
1,51,40.665279999999996,-73.93293,1,2,1,0.02,1,0,3.828641396489095
2,92,40.72704,-73.99954,0,3,1,0.02,1,0,5.707110264748875
2,34,40.74835,-74.00336,0,1,176,4.02,1,297,5.703782474656201
2,119,40.72136,-73.98767,1,1,1,0.03,1,0,4.454347296253507
2,73,40.711420000000004,-74.00535,1,30,0,1.3732214298586618,1,67,4.394449154672439
2,201,40.76928,-73.96163,1,1,1,0.02,1,0,5.5254529391317835
2,64,40.725640000000006,-73.98088,1,1,0,1.3732214298586618,1,0,3.912023005428146
3,163,40.724779999999996,-73.85579,0,3,88,2.49,1,357,4.700480365792417
2,119,40.71582,-73.98812,0,2,60,1.36,2,118,5.707110264748875
2,178,40.71927,-73.99943,0,2,4,0.09,1,0,5.707110264748875
2,103,40.86458,-73.92883,1,1,0,1.3732214298586618,1,0,4.51085950651685
2,73,40.71143,-74.00596,0,2,180,4.13,1,253,5.66988092298052
3,105,40.690090000000005,-73.79555,1,4,42,0.98,1,228,3.6375861597263857
1,214,40.71731,-73.943,1,2,42,1.33,2,244,3.9318256327243257
1,214,40.71032,-73.95482,1,3,17,0.49,3,355,4.330733340286331
2,94,40.82292,-73.95373000000001,1,2,12,0.28,4,45,3.8066624897703196
1,13,40.698859999999996,-73.94617,1,1,1,0.02,1,0,3.828641396489095
1,216,40.65863,-73.98435,0,2,0,1.3732214298586618,1,0,4.795790545596741
2,119,40.71752,-73.99077,0,4,1,0.02,1,0,4.709530201312334
1,91,40.720659999999995,-73.95308,0,3,39,0.94,1,54,5.278114659230517
2,95,40.76515,-73.9847,2,2,18,0.41,1,365,4.61512051684126
1,214,40.712590000000006,-73.96037,0,7,3,0.08,1,216,5.303304908059076
1,51,40.669959999999996,-73.94989,0,2,35,0.9,1,8,5.081404364984463
1,214,40.71219,-73.94826,0,3,43,1.03,1,0,4.7535901911063645
1,74,40.65221,-73.96289,1,14,5,0.24,2,21,4.02535169073515
3,4,40.76275,-73.92052,0,3,0,1.3732214298586618,1,220,5.017279836814924
1,13,40.6943,-73.95896,0,1,0,1.3732214298586618,1,0,4.2626798770413155
1,51,40.67228,-73.9573,0,30,6,0.14,1,8,4.875197323201151
2,130,40.80774,-73.95703,1,2,17,0.39,1,0,4.61512051684126
2,34,40.7465,-74.0036,0,3,0,1.3732214298586618,1,0,5.929589143389895
1,214,40.7157,-73.96011,1,1,1,0.02,1,0,3.912023005428146
1,13,40.686640000000004,-73.92318,1,1,113,2.89,3,288,3.912023005428146
2,94,40.80948,-73.94739,0,3,69,1.61,1,226,5.5053315359323625
2,94,40.812459999999994,-73.94506,0,30,57,1.32,4,224,5.5254529391317835
3,50,40.73703,-73.85861,1,2,33,0.75,4,280,4.02535169073515
2,209,40.74029,-74.00578,0,2,185,4.24,1,250,5.420534999272286
2,130,40.80536,-73.96228,1,14,1,0.02,1,0,4.23410650459726
2,209,40.738659999999996,-74.00063,0,6,79,1.9,1,81,5.3981627015177525
1,51,40.67859,-73.96076,1,1,117,2.82,1,96,4.330733340286331
2,137,40.74755,-73.98054,0,2,2,0.05,1,0,4.795790545596741
1,85,40.67924,-73.98718000000001,0,1,120,2.73,2,275,4.867534450455582
2,201,40.77919,-73.94733000000001,0,4,10,0.26,1,0,5.298317366548036
2,35,40.71668,-73.98954,1,1,120,2.74,2,0,4.532599493153256
1,158,40.677479999999996,-73.96469,0,5,0,1.3732214298586618,1,0,5.225746673713202
2,95,40.76661,-73.98439,0,2,27,0.63,1,8,5.19295685089021
2,86,40.73684,-73.98194000000001,1,1,0,1.3732214298586618,1,0,4.394449154672439
2,112,40.742309999999996,-73.97697,1,1,2,0.05,2,0,4.394449154672439
2,34,40.75164,-74.00146,0,2,5,0.12,1,0,4.61512051684126
1,108,40.63984,-73.97197,0,4,0,1.3732214298586618,1,0,5.420534999272286
1,41,40.684020000000004,-73.96094000000001,1,1,2,0.05,1,0,4.110873864173311
2,201,40.780390000000004,-73.95863,0,2,8,0.39,1,3,5.117993812416755
1,28,40.70641,-73.92158,1,4,0,1.3732214298586618,1,0,4.2626798770413155
2,94,40.81613,-73.94546,1,1,0,1.3732214298586618,2,0,4.1588830833596715
2,201,40.78007,-73.94677,0,4,1,0.02,1,0,4.7535901911063645
1,28,40.69276,-73.92493,1,14,0,1.3732214298586618,1,0,4.189654742026425
1,28,40.69911,-73.92441,1,1,6,0.14,1,0,4.02535169073515
1,13,40.69422,-73.94615999999999,1,1,4,0.09,1,0,4.343805421853684
2,145,40.72097,-73.99605,0,20,1,0.02,1,0,4.948759890378168
2,127,40.75435,-73.96729,0,1,142,3.52,1,58,5.017279836814924
2,94,40.81872,-73.94491,1,1,0,1.3732214298586618,1,0,3.6888794541139363
2,178,40.72546,-74.00036,0,3,12,0.28,2,3,6.111467339502679
1,41,40.68275,-73.96705,0,14,9,0.21,1,285,4.663439094112067
2,94,40.81026,-73.95279000000001,1,5,0,1.3732214298586618,1,0,4.394449154672439
1,80,40.69338,-73.97322,0,3,19,0.44,3,0,4.709530201312334
2,94,40.80196,-73.95260999999999,1,1,0,1.3732214298586618,1,0,4.330733340286331
2,178,40.72468,-74.00746,0,3,2,0.05,1,0,6.111467339502679
2,94,40.82458,-73.95038000000001,0,1,287,6.57,1,198,5.017279836814924
1,151,40.678090000000005,-73.97324,0,1,0,1.3732214298586618,1,0,4.836281906951478
2,127,40.74606,-73.98688,1,3,0,1.3732214298586618,1,0,4.836281906951478
1,214,40.7171,-73.95273,0,4,1,0.02,1,0,4.394449154672439
2,61,40.796820000000004,-73.94876,0,1,1,0.02,1,0,5.564520407322694
2,202,40.7924,-73.97265,0,4,17,0.55,1,0,4.454347296253507
2,95,40.75452,-73.99266999999999,1,2,93,2.14,3,232,5.298317366548036
1,51,40.67726,-73.95928,0,3,21,0.56,1,15,4.912654885736052
3,166,40.707770000000004,-73.898,0,3,27,0.63,1,107,4.61512051684126
2,95,40.754290000000005,-73.99198,1,2,5,0.11,3,252,4.605170185988092
0,213,40.88165,-73.85625,1,5,17,0.4,2,313,3.5553480614894135
3,123,40.71382,-73.91282,0,3,54,1.26,1,331,4.499809670330265
1,13,40.68125,-73.91272,1,1,118,2.74,2,216,4.356708826689592
1,182,40.66519,-73.98264,0,2,0,1.3732214298586618,1,0,5.860786223465865
1,214,40.707209999999996,-73.93956999999999,0,4,64,1.54,1,159,5.25227342804663
1,28,40.70831,-73.92095,0,2,9,0.27,1,1,4.7535901911063645
1,13,40.68777,-73.9387,1,2,5,0.12,4,87,3.713572066704308
2,95,40.76769,-73.988,0,2,0,1.3732214298586618,1,0,5.303304908059076
2,201,40.78495,-73.9503,0,7,1,0.02,1,0,4.912654885736052
1,91,40.723040000000005,-73.95239000000001,0,1,0,1.3732214298586618,1,0,4.912654885736052
2,127,40.7532,-73.96710999999999,0,1,7,0.16,1,0,4.605170185988092
2,178,40.7261,-74.00281,0,2,61,1.4,1,0,4.983606621708336
2,73,40.70835,-74.00702,0,2,5,0.13,1,0,5.857933154483459
2,64,40.72401,-73.98061,1,5,4,0.09,2,0,4.330733340286331
1,91,40.719840000000005,-73.95385999999999,0,4,25,0.58,1,6,5.303304908059076
2,137,40.74899,-73.97301,1,1,1,0.02,1,0,4.787491742782046
2,202,40.80219,-73.96618000000001,1,3,9,0.21,1,0,4.189654742026425
2,206,40.83625,-73.93753000000001,1,3,2,0.05,1,5,3.9318256327243257
2,34,40.747609999999995,-73.99761,0,4,15,0.38,1,0,5.298317366548036
2,209,40.734359999999995,-73.99994000000001,1,1,1,0.02,1,0,4.394449154672439
2,130,40.80508,-73.96262,1,2,4,0.09,1,0,4.02535169073515
1,51,40.669090000000004,-73.95144,0,1,0,1.3732214298586618,1,0,4.605170185988092
1,31,40.68002,-73.99625999999999,0,1,5,0.12,1,0,4.836281906951478
2,34,40.74361,-73.99503,0,4,107,2.98,1,27,5.4638318050256105
1,31,40.6776,-74.0014,0,5,1,0.03,1,0,4.709530201312334
2,206,40.83549,-73.93968000000001,0,3,10,0.7,2,244,4.795790545596741
2,202,40.78095,-73.98178,0,3,1,0.02,1,0,5.278114659230517
2,202,40.79622,-73.97059,1,1,113,2.58,2,197,4.700480365792417
3,4,40.77211,-73.92055,1,1,0,1.3732214298586618,1,0,4.61512051684126
1,214,40.70436,-73.93225,1,7,2,0.05,1,0,4.02535169073515
2,127,40.75246,-73.97171,0,4,76,1.79,1,299,5.017279836814924
1,31,40.68316,-73.99775,0,2,4,0.09,1,0,4.61512051684126
2,95,40.76406,-73.98705,0,1,0,1.3732214298586618,1,0,6.111467339502679
1,190,40.6454,-74.00782,0,1,138,3.14,1,225,5.049856007249537
1,214,40.70863,-73.95328,1,14,0,1.3732214298586618,1,0,4.394449154672439
2,61,40.79651,-73.93184000000001,1,3,10,0.23,1,0,4.110873864173311
3,117,40.74572,-73.95679,0,5,1,0.03,1,0,4.454347296253507
1,13,40.685340000000004,-73.95533,1,4,0,1.3732214298586618,1,0,4.51085950651685
2,169,40.76108,-73.95058,1,2,5,0.14,1,0,4.2626798770413155
1,28,40.70393,-73.9284,1,5,1,0.02,1,66,3.9318256327243257
2,112,40.74054,-73.97626,0,3,1,0.04,3,0,4.795790545596741
2,130,40.80838,-73.95995,1,2,1,0.02,1,0,4.330733340286331
1,13,40.689009999999996,-73.95057,1,2,1,0.02,1,0,3.4657359027997265
1,26,40.663740000000004,-73.91733,1,2,70,1.6,2,253,4.382026634673881
1,13,40.67695,-73.91566999999999,0,2,96,2.5,2,357,4.605170185988092
2,61,40.796859999999995,-73.9459,0,2,5,0.12,2,177,5.298317366548036
2,94,40.80263,-73.94662,0,3,38,0.94,1,296,5.564520407322694
1,214,40.70983,-73.96494,0,6,0,1.3732214298586618,1,0,5.303304908059076
2,127,40.76278,-73.97443,0,7,0,1.3732214298586618,1,0,5.981414211254481
1,159,40.66145,-73.96005,1,10,1,0.02,1,0,4.189654742026425
1,31,40.684059999999995,-73.99155999999999,0,2,0,1.3732214298586618,2,0,5.393627546352362
2,94,40.80272,-73.95564,1,2,8,0.19,1,0,4.110873864173311
1,13,40.68545,-73.95883,1,25,1,0.05,1,19,3.828641396489095
2,64,40.72554,-73.9838,0,3,19,0.44,1,72,4.68213122712422
2,95,40.7659,-73.98674,0,30,1,0.12,96,281,5.442417710521793
2,202,40.79509,-73.96649000000001,0,30,0,1.3732214298586618,96,311,5.666426688112432
1,214,40.71621,-73.93941,1,7,0,1.3732214298586618,1,0,3.9318256327243257
3,4,40.75697,-73.91847,0,3,39,0.89,1,331,4.875197323201151
2,64,40.72422,-73.98465,2,2,2,0.05,3,0,4.454347296253507
1,51,40.66426,-73.94758,0,2,18,0.42,1,0,4.394449154672439
2,94,40.80464,-73.95636999999999,1,2,3,0.07,1,0,4.442651256490317
1,13,40.68608,-73.93015,1,3,15,0.35,1,0,4.1588830833596715
1,13,40.686609999999995,-73.91944000000001,1,2,1,0.02,1,0,3.828641396489095
1,30,40.6424,-73.91275,0,2,172,4.01,2,155,4.836281906951478
1,91,40.73168,-73.95829,1,2,5,0.12,2,0,5.081404364984463
1,216,40.65992,-73.98403,1,2,22,0.51,1,48,4.1588830833596715
2,119,40.72043,-73.98916,1,1,85,2.23,1,335,4.836281906951478
1,13,40.68673,-73.95829,1,3,1,0.02,1,0,3.828641396489095
1,214,40.717690000000005,-73.9544,1,3,3,0.07,1,0,4.7535901911063645
2,86,40.73857,-73.98335,0,3,145,3.31,1,110,5.598421958998375
1,51,40.669309999999996,-73.9555,1,5,5,0.12,1,0,4.02535169073515
2,209,40.729409999999994,-74.00480999999999,0,7,0,1.3732214298586618,1,0,5.017279836814924
3,79,40.71322,-73.83493,0,4,11,0.31,1,15,4.61512051684126
2,64,40.7233,-73.98819,0,1,0,1.3732214298586618,1,0,5.25227342804663
1,91,40.72798,-73.95038000000001,0,7,0,1.3732214298586618,1,0,5.017279836814924
3,79,40.7276,-73.85183,1,1,0,1.3732214298586618,1,0,4.330733340286331
1,128,40.61952,-73.96928,1,28,2,0.05,1,365,4.0943445622221
1,41,40.69347,-73.967,0,2,179,4.18,2,228,5.159055299214529
1,214,40.71205,-73.95787,1,7,0,1.3732214298586618,1,0,4.110873864173311
1,91,40.734190000000005,-73.95905,1,5,24,0.56,2,179,4.7535901911063645
2,94,40.80407,-73.95761999999999,0,1,1,0.02,1,0,4.499809670330265
1,28,40.68781,-73.91695,1,1,5,0.14,2,0,4.2626798770413155
3,4,40.765609999999995,-73.9248,1,2,53,1.33,1,39,4.499809670330265
3,4,40.76112,-73.9146,1,1,150,3.75,2,179,4.110873864173311
1,51,40.67629,-73.96208,0,5,0,1.3732214298586618,1,0,4.875197323201151
2,202,40.78494,-73.97663,0,1,2,0.05,1,0,5.993961427306569
1,13,40.68736,-73.92369000000001,0,4,8,0.19,4,0,4.51085950651685
2,64,40.72316,-73.9844,0,2,8,0.19,1,188,5.303304908059076
1,28,40.70435,-73.91646,1,1,2,0.06,1,0,4.189654742026425
3,4,40.75806,-73.91345,1,30,3,0.08,18,310,3.784189633918261
1,28,40.70433,-73.92652,1,3,6,0.14,1,0,4.02535169073515
3,117,40.74391,-73.95461,0,2,0,1.3732214298586618,1,0,4.795790545596741
2,61,40.79479,-73.94919,1,1,123,3.07,1,264,4.709530201312334
2,206,40.85,-73.93796999999999,0,7,0,1.3732214298586618,1,0,4.564348191467836
2,144,40.72459,-73.99365999999999,0,1,3,0.07,1,0,4.983606621708336
2,64,40.72846,-73.98987,0,1,141,3.29,1,302,6.311734809152915
3,4,40.76768,-73.90986,1,1,156,3.59,4,208,4.0943445622221
3,4,40.76923,-73.91203,0,3,8,0.19,4,274,5.480638923341991
3,4,40.76933,-73.91164,1,1,14,0.32,4,89,3.912023005428146
2,95,40.7608,-73.9947,1,3,0,1.3732214298586618,1,0,4.564348191467836
2,201,40.7718,-73.94915999999999,0,2,0,1.3732214298586618,1,0,5.081404364984463
1,30,40.63013,-73.90809,0,2,214,4.89,1,82,4.51085950651685
1,214,40.70997,-73.94296999999999,1,2,9,0.41,1,0,4.394449154672439
1,13,40.689859999999996,-73.95891999999999,0,3,42,0.98,1,226,4.836281906951478
1,214,40.70796,-73.95035,1,1,1,0.03,2,0,4.189654742026425
2,94,40.82476,-73.9438,0,4,63,1.56,1,0,4.356708826689592
1,13,40.69218,-73.93574,0,2,26,0.61,1,8,5.3981627015177525
1,214,40.71,-73.95506999999999,1,5,8,0.19,2,0,5.303304908059076
2,209,40.73702,-74.00633,0,1,5,0.12,1,0,5.303304908059076
1,151,40.676320000000004,-73.98116,0,4,0,1.3732214298586618,1,0,5.081404364984463
1,214,40.70794,-73.9566,1,3,28,0.65,2,0,4.51085950651685
1,28,40.7005,-73.92814,0,1,1,0.02,1,0,5.442417710521793
1,28,40.70633,-73.92231,1,1,1,0.02,1,0,4.02535169073515
2,86,40.73429,-73.98689,1,2,1,0.02,1,0,5.081404364984463
1,214,40.71436,-73.95421,1,3,11,0.26,1,0,3.8501476017100584
2,127,40.75328,-73.97211999999999,1,3,0,1.3732214298586618,1,3,5.41610040220442
2,137,40.74695,-73.98062,0,2,13,0.3,1,0,5.707110264748875
2,94,40.8241,-73.95259,1,3,1,0.03,1,0,4.61512051684126
1,214,40.712109999999996,-73.95949,1,12,1,0.03,1,0,4.564348191467836
2,169,40.75965,-73.95125,1,1,0,1.3732214298586618,1,0,4.61512051684126
1,74,40.653729999999996,-73.95535,1,1,0,1.3732214298586618,1,0,3.871201010907891
2,202,40.794990000000006,-73.96631,1,1,0,1.3732214298586618,1,0,4.941642422609304
3,4,40.75658,-73.92181,1,3,6,0.14,1,0,4.23410650459726
1,51,40.669509999999995,-73.94931,0,1,0,1.3732214298586618,1,0,4.709530201312334
2,201,40.778490000000005,-73.95045999999999,0,4,13,0.3,1,0,4.727387818712341
2,169,40.76359,-73.94981999999999,1,3,32,0.9,2,0,4.454347296253507
1,80,40.68878,-73.97995,0,1,0,1.3732214298586618,1,0,6.111467339502679
2,64,40.72912,-73.97854,0,7,0,1.3732214298586618,1,0,5.968707559985366
2,130,40.81109,-73.95904,1,1,0,1.3732214298586618,1,0,4.02535169073515
