neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price_log
0,152,40.83805,-73.85866999999999,2,1,18,0.78,2,342,3.295836866004329
1,159,40.66084,-73.96001,1,20,0,1.3732214298586618,2,7,3.6635616461296463
1,214,40.71634,-73.96469,1,2,5,0.21,2,0,4.709530201312334
1,28,40.68875,-73.90943,1,5,0,1.3732214298586618,1,0,3.4965075614664802
1,80,40.685520000000004,-73.97166999999999,0,5,1,0.04,1,0,5.0106352940962555
1,175,40.58745,-73.95709000000001,0,2,41,1.77,1,142,4.875197323201151
3,54,40.77233,-73.911,1,3,2,0.09,1,0,4.330733340286331
2,209,40.73275,-74.006,0,2,2,0.09,1,0,5.860786223465865
1,80,40.69401,-73.973,1,2,3,0.13,1,0,4.143134726391533
2,64,40.72795,-73.9831,0,3,3,0.13,1,0,4.709530201312334
2,206,40.85263,-73.9352,1,1,7,0.31,1,0,4.394449154672439
2,112,40.74023,-73.97847,1,1,14,0.59,1,0,4.795790545596741
1,51,40.67295,-73.95645999999999,1,1,4,0.17,1,0,4.060443010546419
2,64,40.72697,-73.98509,0,2,13,0.68,1,3,5.480638923341991
3,117,40.766259999999996,-73.94058000000001,1,1,70,3.12,6,321,4.442651256490317
2,61,40.802659999999996,-73.93904,1,30,3,0.19,4,153,3.8066624897703196
2,94,40.81793,-73.94149,1,1,62,2.79,1,58,4.61512051684126
2,34,40.74279,-74.00193,0,6,40,1.7,1,276,6.2166061010848646
2,61,40.80257,-73.93987,1,30,5,0.26,4,220,3.8501476017100584
3,77,40.76112,-73.82327,0,30,3,0.14,15,244,4.948759890378168
2,61,40.80356,-73.94034,1,30,5,0.24,4,211,3.7376696182833684
1,28,40.68507,-73.91329,1,2,5,0.21,26,311,3.58351893845611
1,51,40.66912,-73.94337,0,1,72,3.02,1,140,4.74493212836325
3,68,40.745470000000005,-73.87746,1,2,103,4.34,2,3,4.060443010546419
1,13,40.69287,-73.92939,1,4,13,0.63,2,188,3.713572066704308
1,13,40.68925,-73.95452,1,2,65,2.78,1,58,4.110873864173311
2,144,40.73,-73.99253,0,14,17,0.83,1,233,4.927253685157205
2,64,40.7248,-73.98774,0,5,1,0.08,1,5,5.017279836814924
1,51,40.6758,-73.9415,1,5,7,0.51,2,2,4.394449154672439
1,159,40.66225,-73.95894,1,10,3,0.13,2,63,3.5263605246161616
1,60,40.6534,-73.9439,1,1,24,1.12,2,0,3.9318256327243257
1,91,40.72612,-73.95419,1,1,0,1.3732214298586618,1,0,4.189654742026425
1,51,40.675129999999996,-73.95714,1,2,13,0.56,2,0,4.02535169073515
3,77,40.75553,-73.83306999999999,0,1,2,0.08,1,0,3.6888794541139363
3,4,40.75705,-73.91459,1,2,4,0.17,1,0,5.017279836814924
2,201,40.770579999999995,-73.95666,0,4,11,0.47,1,16,5.288267030694535
0,62,40.83384,-73.8863,1,2,91,3.82,4,325,4.189654742026425
1,28,40.69627,-73.92265,1,3,0,1.3732214298586618,5,0,3.9318256327243257
1,28,40.681740000000005,-73.90733,1,2,28,1.22,4,341,3.9318256327243257
1,159,40.65507,-73.96094000000001,0,3,1,0.04,2,0,4.875197323201151
1,74,40.64063,-73.96348,0,4,17,0.78,1,95,5.303304908059076
2,94,40.80895,-73.95266,1,3,3,0.13,2,0,3.828641396489095
1,28,40.69613,-73.90768,1,1,2,0.09,1,0,4.204692619390966
1,51,40.67051,-73.95166,1,2,48,2.04,1,328,4.110873864173311
1,51,40.670770000000005,-73.93618000000001,0,4,5,0.39,9,65,5.991464547107982
2,64,40.72384,-73.98406999999999,1,5,0,1.3732214298586618,1,0,4.51085950651685
2,206,40.85801,-73.93113000000001,1,1,0,1.3732214298586618,2,0,3.5263605246161616
2,94,40.82952,-73.95064,1,4,3,0.13,1,0,4.330733340286331
2,95,40.76621,-73.98516,0,1,130,5.73,1,174,5.634789603169249
1,13,40.69639,-73.9343,0,4,0,1.3732214298586618,1,0,4.795790545596741
2,61,40.80305,-73.9403,1,30,2,0.38,4,262,3.9512437185814275
2,95,40.76764,-73.98468000000001,1,2,3,0.19,3,239,4.875197323201151
3,166,40.70792,-73.89808000000001,0,4,0,1.3732214298586618,1,0,4.51085950651685
1,214,40.710879999999996,-73.95099,1,1,0,1.3732214298586618,1,0,4.61512051684126
1,76,40.62567,-73.93784000000001,1,1,36,1.52,1,59,3.871201010907891
1,13,40.6839,-73.94452,1,3,14,0.61,1,0,4.454347296253507
2,202,40.80263,-73.96458,1,1,90,3.8,2,331,4.605170185988092
2,137,40.74564,-73.97593,0,5,0,1.3732214298586618,1,0,4.795790545596741
1,28,40.69682,-73.92318,1,3,6,0.48,5,0,4.110873864173311
0,132,40.85145,-73.86129,1,1,53,2.65,3,137,3.4011973816621555
2,202,40.79271,-73.97272,0,7,4,0.17,1,0,5.14166355650266
1,214,40.71385,-73.93739000000001,1,3,5,0.21,1,0,3.828641396489095
2,103,40.86372,-73.92789,1,1,1,1.0,1,132,4.2626798770413155
2,64,40.72338,-73.98293000000001,0,7,9,0.38,1,0,5.293304824724492
1,28,40.70447,-73.91559000000001,1,2,1,0.04,1,0,4.477336814478207
2,94,40.82755,-73.945,0,1,0,1.3732214298586618,1,0,4.394449154672439
2,94,40.82278,-73.94199,0,1,21,0.89,2,0,5.5254529391317835
1,13,40.69093,-73.9449,0,2,72,3.11,1,146,5.030437921392435
2,115,40.720079999999996,-73.99611999999999,1,3,0,1.3732214298586618,1,0,4.564348191467836
2,127,40.75685,-73.96388,0,2,4,0.22,1,0,5.351858133476067
1,13,40.69444,-73.95257,0,4,68,2.97,2,247,4.912654885736052
1,159,40.65985,-73.96169,0,3,11,0.46,1,7,4.248495242049359
1,13,40.68967,-73.95514,1,2,53,2.31,1,88,4.02535169073515
2,119,40.71692,-73.98321,0,26,1,0.04,1,0,4.51085950651685
1,13,40.68985,-73.95317,1,5,38,2.08,1,79,3.828641396489095
1,13,40.68336,-73.93578000000001,0,2,3,0.14,1,0,4.394449154672439
3,50,40.74905,-73.86499,2,1,26,1.1,6,365,3.6375861597263857
2,94,40.8077,-73.94345,0,4,0,1.3732214298586618,1,0,4.875197323201151
3,3,40.59082,-73.80328,0,2,24,1.02,1,335,5.62040086571715
1,28,40.70451,-73.92062,0,4,32,1.46,1,92,5.017279836814924
1,13,40.68606,-73.93299,0,2,39,1.69,1,253,5.303304908059076
2,34,40.73726,-73.9928,0,5,5,0.21,1,5,5.442417710521793
1,28,40.69851,-73.9266,1,20,0,1.3732214298586618,1,0,4.189654742026425
1,13,40.69361,-73.94383,0,3,3,0.14,1,0,5.0106352940962555
2,127,40.75207,-73.97201,0,3,1,0.04,2,0,6.53813982376767
2,201,40.769890000000004,-73.94960999999999,1,12,1,0.04,1,0,3.9889840465642745
1,204,40.69951,-73.98510999999999,1,3,0,1.3732214298586618,1,0,5.5053315359323625
1,214,40.71078,-73.96161,1,4,33,1.49,2,0,4.2626798770413155
2,64,40.723240000000004,-73.98255,0,2,23,0.99,1,0,5.62040086571715
2,94,40.80389,-73.95443,0,5,0,1.3732214298586618,1,0,4.736198448394496
3,117,40.75955,-73.9336,1,2,19,0.81,1,0,4.04305126783455
3,79,40.73386,-73.85202,0,3,4,0.19,2,154,5.594711379601839
1,28,40.702659999999995,-73.92153,1,12,1,0.05,1,0,4.330733340286331
2,127,40.75734,-73.96429,1,15,3,1.02,2,0,4.418840607796598
1,80,40.68895,-73.96902,1,1,10,0.45,1,0,4.189654742026425
1,91,40.73129,-73.95845,0,7,10,0.51,1,0,4.276666119016055
1,30,40.64351,-73.91405999999999,1,1,9,0.38,4,334,4.499809670330265
4,194,40.635290000000005,-74.09068,1,3,26,1.11,3,351,4.0943445622221
1,214,40.715579999999996,-73.96171,1,1,3,0.13,1,0,3.9318256327243257
1,51,40.676190000000005,-73.9532,0,5,6,0.25,1,0,4.61512051684126
2,94,40.812540000000006,-73.94204,1,3,1,0.04,1,0,4.02535169073515
3,79,40.73362,-73.84747,0,2,51,2.15,1,0,4.248495242049359
2,198,40.71138,-73.99635,1,1,2,0.11,1,0,3.58351893845611
2,209,40.7331,-74.01021999999999,1,3,3,0.13,1,0,4.6913478822291435
1,13,40.68266,-73.94321,0,1,3,0.13,1,0,4.61512051684126
1,30,40.64138,-73.91488000000001,1,1,11,0.48,4,347,4.330733340286331
2,206,40.85497,-73.93469,0,3,11,0.47,2,0,4.605170185988092
1,214,40.71042,-73.94744,1,25,0,1.3732214298586618,1,0,4.394449154672439
1,41,40.693940000000005,-73.96918000000001,0,2,97,4.19,1,28,5.0689042022202315
1,13,40.69416,-73.95116999999999,1,1,5,0.21,2,0,3.9318256327243257
2,209,40.738479999999996,-74.00503,0,5,5,0.27,1,0,5.5254529391317835
1,214,40.71862,-73.94579,1,5,0,1.3732214298586618,1,0,4.61512051684126
2,202,40.78561,-73.97636999999999,0,3,57,2.57,1,116,5.703782474656201
2,64,40.72775,-73.98253000000001,1,2,1,0.04,1,0,4.189654742026425
2,202,40.78284,-73.97203,0,1,0,1.3732214298586618,1,0,5.170483995038151
1,159,40.65558,-73.956,0,2,6,0.26,1,0,4.51085950651685
1,13,40.69182,-73.9436,1,2,82,3.52,2,0,4.795790545596741
1,91,40.72854,-73.95626999999999,0,3,27,1.22,1,25,5.017279836814924
3,117,40.76024,-73.94091,1,3,1,0.04,1,0,4.127134385045092
2,64,40.72408,-73.97753,1,1,68,2.89,2,22,5.170483995038151
1,51,40.66953,-73.9493,0,2,1,0.04,1,0,5.017279836814924
3,4,40.75815,-73.91143000000001,1,3,35,1.5,1,154,4.394449154672439
1,63,40.66645,-73.85923000000001,0,14,27,1.67,1,81,4.61512051684126
4,207,40.63471,-74.10942,0,1,9,0.45,1,175,4.330733340286331
2,127,40.752109999999995,-73.99228000000001,1,1,1,0.05,2,0,6.2166061010848646
3,68,40.7355,-73.88131,0,7,4,0.18,1,0,4.7535901911063645
2,64,40.729620000000004,-73.98449000000001,1,1,6,0.36,1,0,5.017279836814924
3,4,40.76189,-73.92331999999999,0,4,6,0.3,1,0,4.709530201312334
2,95,40.76494,-73.98467,1,2,2,0.09,1,0,5.081404364984463
2,64,40.73001,-73.98411,0,5,1,0.11,1,0,5.442417710521793
3,4,40.7701,-73.9297,0,2,2,0.09,1,0,4.795790545596741
3,4,40.77297,-73.92253000000001,0,2,33,1.49,2,305,4.709530201312334
1,190,40.650040000000004,-74.00108,0,3,46,2.19,1,195,4.394449154672439
2,137,40.74742,-73.9775,0,3,27,1.21,1,0,5.298317366548036
2,95,40.75955,-73.99738,0,3,92,4.13,1,69,5.638354669333745
2,119,40.7191,-73.98431,0,3,4,0.17,1,0,4.948759890378168
1,13,40.69545,-73.94829,1,7,8,0.34,1,188,3.9318256327243257
1,13,40.69512,-73.95111,1,1,0,1.3732214298586618,1,0,3.713572066704308
1,51,40.67201,-73.9593,0,1,25,1.07,1,2,5.303304908059076
1,108,40.64293,-73.98043,1,1,58,2.48,11,16,4.04305126783455
3,59,40.75704,-73.89005999999999,1,1,27,1.19,1,95,4.394449154672439
1,28,40.69983,-73.92814,0,3,0,1.3732214298586618,1,0,5.043425116919247
1,91,40.73768,-73.95741,1,7,0,1.3732214298586618,1,0,4.1588830833596715
1,214,40.71181,-73.95235,1,2,0,1.3732214298586618,1,0,4.836281906951478
1,51,40.66966,-73.93719,0,3,39,1.72,9,91,4.605170185988092
2,201,40.776990000000005,-73.9524,0,1,0,1.3732214298586618,1,0,5.583496308781699
1,214,40.70694,-73.94511,1,2,2,0.09,1,0,4.189654742026425
1,51,40.66888,-73.93638,0,3,5,0.42,9,72,5.298317366548036
3,79,40.71395,-73.83185999999999,1,1,2,0.09,1,0,3.828641396489095
2,201,40.7811,-73.95003,1,20,3,0.13,1,0,4.248495242049359
1,216,40.65814,-73.98495,1,1,35,1.57,2,130,4.189654742026425
2,202,40.7886,-73.97088000000001,0,7,0,1.3732214298586618,1,0,4.418840607796598
1,63,40.672959999999996,-73.87435,0,1,7,0.38,6,177,5.521460917862246
2,130,40.806999999999995,-73.96452,0,2,6,0.27,2,0,5.3981627015177525
1,51,40.672290000000004,-73.94282,0,5,3,0.14,1,20,4.564348191467836
1,28,40.70252,-73.91447,1,3,7,0.35,1,71,3.5553480614894135
1,13,40.68838,-73.95649,0,5,24,1.11,1,215,5.25227342804663
2,64,40.729820000000004,-73.98178,0,2,0,1.3732214298586618,1,0,5.081404364984463
2,61,40.78958,-73.93791999999999,1,1,10,0.43,2,0,4.454347296253507
1,52,40.688629999999996,-73.8706,1,30,43,1.87,6,193,3.6635616461296463
2,35,40.71674,-73.99079,1,3,1,0.04,1,0,4.07753744390572
2,127,40.75347,-73.98567,0,2,117,4.94,1,235,5.19295685089021
3,164,40.69612,-73.84699,1,1,56,2.37,4,164,3.713572066704308
1,175,40.58632,-73.95335,1,7,34,1.47,1,36,3.828641396489095
2,61,40.794959999999996,-73.94882,0,4,7,0.56,1,0,5.017279836814924
2,95,40.7647,-73.99391,0,30,2,0.09,31,359,5.303304908059076
2,86,40.73409,-73.98703,0,3,5,0.23,1,0,4.836281906951478
3,79,40.7118,-73.85285,1,3,30,1.28,3,220,3.9318256327243257
3,166,40.7002,-73.90596,1,2,0,1.3732214298586618,1,0,4.110873864173311
2,61,40.79074,-73.94232,1,1,172,7.27,3,0,4.2626798770413155
2,35,40.71479,-73.99971,1,1,1,0.04,1,0,4.48863636973214
2,209,40.73825,-74.00269,0,4,0,1.3732214298586618,1,0,5.916202062607435
2,94,40.826240000000006,-73.93925,1,3,0,1.3732214298586618,1,125,4.61512051684126
2,201,40.77042,-73.94918,0,1,4,0.17,1,0,4.812184355372417
1,13,40.68121,-73.94471,1,2,17,0.76,1,89,3.9318256327243257
3,4,40.77037,-73.92416999999999,2,3,28,2.26,1,248,4.110873864173311
1,28,40.695209999999996,-73.90959000000001,1,7,0,1.3732214298586618,1,0,3.9318256327243257
2,61,40.79012,-73.94333,1,1,163,6.9,3,61,4.110873864173311
1,175,40.59449,-73.95166,1,2,9,2.87,1,357,3.9889840465642745
1,28,40.7005,-73.92554,0,3,1,0.04,1,0,5.017279836814924
2,119,40.71375,-73.98988,1,5,3,0.13,3,11,4.330733340286331
1,51,40.670809999999996,-73.93646,0,3,24,1.04,9,74,4.867534450455582
1,214,40.7188,-73.94283,0,7,10,0.45,1,5,5.5254529391317835
2,206,40.8555,-73.93517,1,3,4,0.17,2,0,4.59511985013459
2,86,40.73734,-73.98565,0,3,10,0.51,2,0,4.605170185988092
3,4,40.77133,-73.92119,0,3,11,0.48,1,6,4.795790545596741
2,202,40.78182,-73.97915,1,1,141,5.94,1,231,4.795790545596741
1,74,40.6495,-73.9643,1,2,2,0.08,1,0,4.110873864173311
3,77,40.77401,-73.80169000000001,1,1,0,1.3732214298586618,1,0,4.499809670330265
0,134,40.81005,-73.91977,1,1,73,3.16,4,51,3.713572066704308
1,91,40.726459999999996,-73.95598000000001,0,1,0,1.3732214298586618,1,0,5.017279836814924
1,30,40.6433,-73.91333,1,1,2,0.16,4,359,4.499809670330265
3,166,40.70709,-73.89421999999999,0,2,59,3.09,1,24,3.912023005428146
1,13,40.683170000000004,-73.93553,1,3,26,1.28,1,47,4.110873864173311
2,34,40.74707,-74.00332,0,7,26,1.25,1,214,6.2166061010848646
0,62,40.83336,-73.88636,1,2,71,3.0,4,358,4.330733340286331
2,34,40.74119,-73.99941,0,30,0,1.3732214298586618,87,362,5.135798437050262
1,214,40.71759,-73.96641,0,4,8,0.35,1,0,5.017279836814924
2,64,40.732409999999994,-73.98783,0,3,41,2.23,1,4,4.795790545596741
1,28,40.70543,-73.92305999999999,0,4,12,0.55,1,0,5.111987788356544
2,202,40.79957,-73.96989,1,3,4,0.17,2,0,4.290459441148391
2,206,40.852129999999995,-73.9336,0,3,32,1.39,1,3,4.795790545596741
1,57,40.692009999999996,-73.98713000000001,0,3,20,0.96,2,35,5.62040086571715
3,105,40.694990000000004,-73.7991,0,2,95,4.19,1,117,4.875197323201151
4,126,40.57294,-74.09615,0,4,8,0.4,1,179,4.51085950651685
4,126,40.57509,-74.09606,0,4,20,1.05,1,358,4.663439094112067
2,202,40.77548,-73.98965,0,30,5,0.38,25,181,5.25227342804663
2,61,40.79815,-73.93475,0,2,3,0.13,1,0,4.418840607796598
1,204,40.70149,-73.98091,1,5,5,0.22,1,166,4.248495242049359
2,64,40.72717,-73.98064000000001,1,3,2,0.09,1,0,4.605170185988092
1,57,40.69591,-73.98335,1,5,1,0.04,1,0,4.07753744390572
1,60,40.6413,-73.9236,0,2,97,4.38,1,30,4.61512051684126
1,158,40.67335,-73.96763,0,9,21,1.14,1,179,4.804021044733257
1,23,40.57717,-73.9608,1,1,7,0.32,3,342,4.564348191467836
1,13,40.695370000000004,-73.93598,0,1,107,4.77,3,64,5.966146739123692
1,214,40.708290000000005,-73.95682,0,1,0,1.3732214298586618,1,0,4.51085950651685
2,61,40.79104,-73.93805,1,1,12,0.51,2,0,4.330733340286331
1,216,40.65783,-73.98236,0,2,4,0.34,2,4,5.017279836814924
1,108,40.6368,-73.96857,1,1,6,0.26,1,0,3.58351893845611
1,13,40.68705,-73.92605999999999,1,5,2,0.09,1,0,3.828641396489095
4,9,40.55182,-74.14439,0,3,1,0.09,1,0,5.017279836814924
2,202,40.77104,-73.98522,0,30,6,0.31,25,190,5.25227342804663
1,51,40.66955,-73.93576,0,4,7,0.34,9,89,5.298317366548036
0,24,40.855270000000004,-73.86719000000001,1,1,21,0.96,1,284,3.58351893845611
3,160,40.707229999999996,-73.72948000000001,1,1,16,0.71,1,342,4.330733340286331
3,220,40.75398,-73.90083,1,10,1,0.14,1,0,3.713572066704308
2,94,40.805240000000005,-73.95254,1,2,17,0.73,2,0,4.605170185988092
1,28,40.697109999999995,-73.91519,1,2,8,0.35,1,0,4.330733340286331
3,54,40.77232,-73.90369,1,2,101,4.29,8,279,3.713572066704308
1,31,40.6831,-73.99945,0,4,0,1.3732214298586618,1,0,5.198497031265826
1,214,40.70609,-73.92828,1,1,3,0.13,3,0,4.5217885770490405
1,214,40.70754,-73.95291,1,30,3,0.28,3,0,4.02535169073515
2,119,40.7181,-73.98167,1,2,1,0.06,2,0,4.795790545596741
2,112,40.744820000000004,-73.97827,1,15,25,1.1,1,29,4.248495242049359
2,94,40.820859999999996,-73.95119,1,3,1,0.04,1,0,4.110873864173311
2,127,40.74353,-73.98364000000001,0,30,66,2.81,1,210,5.811140992976701
3,77,40.76271,-73.79595,1,2,74,3.19,1,246,3.9318256327243257
3,189,40.7463,-73.91388,1,3,105,4.49,2,90,4.110873864173311
3,3,40.59425,-73.79505999999999,0,2,2,0.09,1,309,5.017279836814924
1,214,40.713,-73.94381,0,1,4,0.17,1,0,5.017279836814924
1,60,40.63831,-73.94572,1,1,14,0.62,1,364,4.499809670330265
2,95,40.76242,-73.99481999999999,0,2,3,0.13,1,0,4.912654885736052
3,163,40.72835,-73.86108,0,1,78,3.51,1,343,4.7535901911063645
3,164,40.6997,-73.84236,0,7,3,0.17,3,324,4.61512051684126
2,202,40.80012,-73.96896,1,7,2,0.09,3,0,4.343805421853684
1,80,40.68841,-73.97283,0,2,5,0.22,1,0,4.709530201312334
1,41,40.68878,-73.96155999999999,1,5,4,0.17,1,0,4.110873864173311
3,59,40.76279,-73.87429,1,1,1,1.0,1,226,3.713572066704308
1,214,40.70503,-73.93699000000001,1,7,1,0.04,1,0,3.9318256327243257
3,4,40.7651,-73.91304000000001,1,3,36,1.55,1,0,3.912023005428146
2,145,40.724270000000004,-73.99387,0,1,13,0.56,1,0,5.303304908059076
2,94,40.81145,-73.95067,0,3,9,0.4,2,0,4.189654742026425
1,214,40.712720000000004,-73.96378,1,1,1,0.04,1,0,4.23410650459726
2,127,40.7534,-73.97185999999999,0,3,0,1.3732214298586618,2,0,5.298317366548036
3,68,40.7466,-73.88812,1,2,8,0.35,1,0,4.394449154672439
3,107,40.71062,-73.80145,1,1,4,0.17,1,0,3.9318256327243257
3,166,40.70061,-73.911,1,3,60,2.66,1,291,4.3694478524670215
1,13,40.68185,-73.9306,1,1,87,3.75,2,254,4.189654742026425
1,214,40.70639,-73.95551999999999,1,3,58,2.5,2,298,4.02535169073515
2,94,40.81078,-73.94481999999999,1,3,50,3.01,1,315,4.1588830833596715
3,77,40.756859999999996,-73.81326999999999,1,2,65,2.87,6,364,3.784189633918261
2,95,40.76505,-73.98756999999999,1,2,54,2.36,1,0,4.948759890378168
0,210,40.837579999999996,-73.84382,0,2,35,1.52,2,129,4.290459441148391
3,189,40.74026,-73.92517,0,4,63,2.81,2,61,5.298317366548036
1,13,40.68305,-73.95753,1,2,55,2.42,3,110,4.51085950651685
3,217,40.696059999999996,-73.85226,1,1,86,3.68,4,248,4.02535169073515
1,31,40.68201,-73.99535,0,3,2,0.09,2,0,4.795790545596741
2,119,40.72013,-73.9922,0,14,0,1.3732214298586618,1,0,4.912654885736052
1,13,40.68438,-73.95688,1,2,64,2.73,3,116,4.394449154672439
2,201,40.775529999999996,-73.9539,1,4,5,0.22,1,27,5.043425116919247
2,202,40.77841,-73.97968,0,7,2,0.09,1,0,5.170483995038151
2,94,40.812,-73.94189,0,5,5,0.22,1,0,4.394449154672439
1,28,40.69786,-73.91362,1,20,3,0.13,1,2,3.9318256327243257
2,201,40.77255,-73.95456999999999,0,1,131,5.7,1,220,4.836281906951478
1,108,40.639070000000004,-73.97399,0,2,0,1.3732214298586618,1,0,5.017279836814924
2,95,40.75747,-73.99039,1,3,17,0.73,1,65,5.1647859739235145
1,28,40.70575,-73.92193,1,1,4,0.18,1,0,3.713572066704308
0,213,40.880320000000005,-73.85876999999999,1,3,33,1.47,4,325,3.828641396489095
2,202,40.79938,-73.97057,1,5,0,1.3732214298586618,2,0,4.61512051684126
1,28,40.70135,-73.92402,1,2,31,1.34,1,0,3.9318256327243257
1,91,40.72025,-73.9436,0,1,92,3.93,1,33,4.7535901911063645
2,34,40.73686,-73.99349000000001,0,5,0,1.3732214298586618,1,0,5.170483995038151
2,94,40.815740000000005,-73.95260999999999,0,1,35,1.63,4,361,4.875197323201151
3,105,40.69765,-73.8114,0,3,14,0.9,2,257,4.1588830833596715
1,158,40.67714,-73.96437,0,2,0,1.3732214298586618,1,0,4.875197323201151
2,95,40.76336,-73.98646,0,2,86,3.68,1,137,5.62040086571715
2,94,40.80942,-73.95246,0,3,40,1.76,1,275,4.875197323201151
2,64,40.72698,-73.98649,0,3,2,0.09,1,0,5.043425116919247
1,91,40.72677,-73.94578,1,2,153,6.59,1,14,3.784189633918261
1,7,40.62707,-74.02816999999999,2,3,1,0.04,1,87,5.420534999272286
1,28,40.682520000000004,-73.90651,1,3,2,0.09,2,165,4.110873864173311
3,189,40.74082,-73.91874,1,4,3,0.13,1,0,4.110873864173311
2,201,40.77987,-73.94804,0,1,3,0.13,1,0,5.198497031265826
1,13,40.68249,-73.95683000000001,1,2,5,0.21,3,102,5.017279836814924
1,45,40.68674,-74.00073,0,1,11,0.47,1,0,5.135798437050262
1,63,40.67118,-73.86820999999999,0,1,42,1.79,1,348,4.430816798843313
3,164,40.695840000000004,-73.84727,1,1,59,2.52,4,354,3.713572066704308
3,54,40.776140000000005,-73.91324,1,2,2,0.1,1,0,4.330733340286331
1,51,40.67015,-73.95662,0,2,8,0.34,1,0,4.499809670330265
1,182,40.66563,-73.98669,0,2,3,0.13,1,0,5.017279836814924
1,13,40.679,-73.91078,0,30,11,0.48,5,332,4.23410650459726
2,127,40.76149,-73.97536,0,30,5,0.26,4,280,5.303304908059076
1,45,40.68356,-74.00301,0,1,11,0.48,1,0,4.976733742420574
1,19,40.68614,-73.99082,0,4,0,1.3732214298586618,1,0,5.017279836814924
2,64,40.72967,-73.98595,1,2,2,0.09,2,0,4.330733340286331
1,13,40.68956,-73.93853,0,2,6,0.26,1,4,5.017279836814924
2,201,40.786120000000004,-73.95359,1,3,29,1.31,1,75,4.663439094112067
2,127,40.76255,-73.97453,0,30,2,0.21,4,332,5.860786223465865
1,214,40.710409999999996,-73.95773,0,3,0,1.3732214298586618,1,0,5.303304908059076
1,13,40.681329999999996,-73.90947,0,28,3,0.16,5,312,5.017279836814924
3,189,40.74555,-73.92139,1,1,106,4.54,5,123,4.59511985013459
1,13,40.67925,-73.91017,0,28,7,0.3,5,226,4.812184355372417
1,214,40.71029,-73.95148,1,1,1,0.04,1,0,4.51085950651685
1,41,40.68828,-73.96215,0,2,5,0.22,1,0,6.111467339502679
3,54,40.78083,-73.91145,0,2,0,1.3732214298586618,1,0,4.836281906951478
2,61,40.78757,-73.95089,1,2,98,5.19,1,103,5.225746673713202
2,127,40.75155,-73.97355999999999,1,3,0,1.3732214298586618,1,0,5.886104031450156
3,54,40.780879999999996,-73.90819,1,1,178,7.57,2,327,3.6888794541139363
3,189,40.73676,-73.92756,1,2,72,3.14,3,98,4.189654742026425
3,83,40.7385,-73.79241,1,1,100,4.27,3,311,4.110873864173311
1,13,40.680040000000005,-73.93928000000001,0,3,62,2.7,2,280,5.14166355650266
1,13,40.68115,-73.90999000000001,1,5,11,0.49,1,0,4.110873864173311
2,61,40.788090000000004,-73.94319,0,7,3,0.14,1,0,5.303304908059076
3,181,40.66941,-73.79148,0,1,310,13.27,2,23,3.9318256327243257
2,202,40.776920000000004,-73.98111,0,5,0,1.3732214298586618,1,0,5.332718793265369
3,4,40.75645,-73.91458,1,4,1,0.04,1,0,3.9318256327243257
2,137,40.748470000000005,-73.97561999999999,0,30,1,0.09,50,365,5.407171771460119
2,137,40.74947,-73.9761,0,30,3,0.21,50,342,5.170483995038151
1,159,40.661559999999994,-73.94706,0,1,81,3.5,1,35,4.51085950651685
1,182,40.66729,-73.98359,0,2,93,4.1,1,154,5.2832037287379885
2,34,40.73895,-73.9997,0,30,1,0.05,87,278,5.14166355650266
3,189,40.74654,-73.91842,1,3,91,3.92,2,75,4.2626798770413155
2,178,40.72553,-74.00001999999999,0,3,5,0.22,1,161,6.802394763324311
3,189,40.74572,-73.92198,1,1,74,3.19,5,88,4.3694478524670215
2,127,40.76549,-73.98165999999999,0,3,1,0.14,1,0,5.991464547107982
2,130,40.80445,-73.96649000000001,0,6,1,0.05,1,0,4.795790545596741
1,214,40.71987,-73.96141,1,5,4,0.17,1,0,4.02535169073515
1,91,40.73038,-73.95548000000001,0,1,0,1.3732214298586618,1,0,5.247024072160486
1,5,40.60106,-74.00933,0,2,2,0.09,2,0,4.564348191467836
3,117,40.74715,-73.94605,1,2,6,0.26,1,0,4.2626798770413155
1,13,40.68564,-73.94508,1,2,9,0.4,3,72,4.110873864173311
1,28,40.68817,-73.91523000000001,1,2,31,1.35,5,0,3.828641396489095
1,51,40.67334,-73.94099,0,2,48,2.44,1,227,4.795790545596741
4,207,40.632909999999995,-74.11749,1,2,25,1.11,3,306,3.6375861597263857
1,159,40.656729999999996,-73.96058000000001,0,4,4,0.18,1,0,4.836281906951478
1,28,40.6902,-73.91515,1,1,61,2.6,2,9,3.9318256327243257
1,13,40.68537,-73.9329,0,2,1,0.04,1,0,4.330733340286331
2,201,40.76143,-73.96103000000001,0,30,2,0.14,8,311,4.394449154672439
1,51,40.66426,-73.95773,1,1,9,0.46,1,0,4.110873864173311
2,206,40.84532,-73.93814,1,3,34,1.69,2,253,4.23410650459726
1,214,40.71687,-73.95012,0,5,5,0.35,3,31,5.707110264748875
1,51,40.67586,-73.9504,1,3,5,0.22,1,0,4.330733340286331
3,99,40.66778,-73.85345,1,1,5,5.0,4,317,4.499809670330265
1,51,40.673770000000005,-73.95398,1,1,0,1.3732214298586618,1,0,3.9889840465642745
3,54,40.77368,-73.90499,1,2,95,4.09,8,327,4.143134726391533
1,13,40.68606,-73.93861,0,3,50,2.16,1,96,4.61512051684126
